TSTNO| VEHNO| IPNO| IPLOC| IPLOCD| IPCOM| IPCOMD| BIX| BIY| BIZ| AIX| AIY| AIZ| TSTREF 
6646|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|329|595|-110|327|594|-120|BT09042701
6646|1|24|C|Steering Column|SC|Steering column|168|-377|-250|208|-367|-256|BT09042701
6646|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|118|-595|337|116|-593|353|BT09042701
6646|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|120|578|350|113|563|368|BT09042701
6647|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3171|-554|369|3162|-553|366|RUN2394
6647|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3286|164|390|3276|161|377|RUN2394
6647|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3291|-433|372|3283|-434|377|RUN2394
6647|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3288|288|388|3283|284|377|RUN2394
6647|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3293|-302|369|3282|-304|369|RUN2394
6647|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3288|425|390|3288|420|381|RUN2394
6647|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3289|-181|367|3275|-184|365|RUN2394
6647|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3240|551|391|3239|546|387|RUN2394
6647|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3127|-556|314|3123|-556|308|RUN2394
6647|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3188|164|317|3189|163|293|RUN2394
6647|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3197|-430|309|3193|-435|305|RUN2394
6647|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3195|286|317|3193|289|301|RUN2394
6647|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3190|-303|307|3187|-308|295|RUN2394
6647|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3195|422|316|3196|421|304|RUN2394
6647|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3167|-175|302|3176|-179|287|RUN2394
6647|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|3187|552|316|3189|552|310|RUN2394
6647|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|3085|-555|269|3085|-562|261|RUN2394
6647|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3073|158|267|3079|162|230|RUN2394
6647|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3092|-432|263|3092|-436|248|RUN2394
6647|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3090|287|264|3095|292|239|RUN2394
6647|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3086|-299|262|3088|-306|239|RUN2394
6647|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3092|420|264|3095|421|246|RUN2394
6647|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3080|-174|265|3083|-179|233|RUN2394
6647|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|3093|546|265|3096|551|254|RUN2394
6647|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|3018|-553|264|3014|-560|249|RUN2394
6647|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|3013|160|264|3021|162|229|RUN2394
6647|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|3010|-428|262|3010|-435|240|RUN2394
6647|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|3014|285|261|3020|288|232|RUN2394
6647|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|3004|-299|260|3007|-301|234|RUN2394
6647|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|3013|419|260|3019|422|240|RUN2394
6647|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|2998|-170|262|3002|-174|232|RUN2394
6647|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|3010|545|260|3014|549|249|RUN2394
6647|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|2928|-558|268|2927|-563|256|RUN2394
6647|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|2932|164|274|2940|166|241|RUN2394
6647|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|2927|-430|264|2929|-432|246|RUN2394
6647|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|2934|287|263|2939|290|239|RUN2394
6647|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|2925|-297|264|2928|-300|240|RUN2394
6647|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|2931|419|262|2935|421|245|RUN2394
6647|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|2920|-174|263|2924|-176|238|RUN2394
6647|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|2929|544|260|2938|547|250|RUN2394
6647|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3151|-298|431|3133|-308|444|RUN2394
6647|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2906|-508|714|2905|-509|712|RUN2394
6647|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2861|236|709|2872|232|707|RUN2394
6647|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2860|-201|711|2865|-203|707|RUN2394
6647|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2907|530|710|2910|527|705|RUN2394
6647|1|24|C|Steering Column|SC|Steering column|2671|-343|922|2740|-343|910|RUN2394
6647|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2633|-577|326|2634|-574|312|RUN2394
6647|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2636|580|320|2636|576|304|RUN2394
6723|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3246|-607|426|3197|-612|446|RUN2400
6723|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3296|217|456|3258|216|460|RUN2400
6723|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3325|-472|426|3219|-466|490|RUN2400
6723|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3314|341|447|3259|334|479|RUN2400
6723|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3330|-350|427|3206|-344|493|RUN2400
6723|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3316|458|452|3270|456|483|RUN2400
6723|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3320|-237|425|3209|-239|460|RUN2400
6723|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3313|576|450|3287|563|462|RUN2400
6723|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3160|-607|348|3134|-615|357|RUN2400
6723|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3233|220|355|3202|219|365|RUN2400
6723|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3236|-472|350|3165|-464|388|RUN2400
6723|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3243|339|354|3184|337|380|RUN2400
6723|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3233|-352|349|3142|-349|383|RUN2400
6723|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3241|460|350|3206|457|364|RUN2400
6723|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3198|-237|350|3149|-224|352|RUN2400
6723|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|3244|578|350|3221|573|364|RUN2400
6723|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|3114|-603|279|3098|-601|272|RUN2400
6723|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3135|219|292|3125|223|278|RUN2400
6723|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3136|-477|282|3110|-478|276|RUN2400
6723|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3135|338|290|3126|334|270|RUN2400
6723|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3131|-354|283|3113|-355|268|RUN2400
6723|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3133|458|287|3127|454|270|RUN2400
6723|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3138|-238|284|3130|-242|263|RUN2400
6723|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|3134|577|284|3128|577|273|RUN2400
6723|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|3064|-607|271|3058|-597|253|RUN2400
6723|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|3066|220|286|3067|222|263|RUN2400
6723|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|3059|-479|271|3044|-483|247|RUN2400
6723|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|3062|338|287|3067|337|242|RUN2400
6723|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|3057|-354|272|3054|-359|230|RUN2400
6723|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|3062|459|283|3062|457|244|RUN2400
6723|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|3056|-239|277|3053|-244|241|RUN2400
6723|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|3058|577|278|3058|576|252|RUN2400
6723|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|2981|-601|265|2974|-596|247|RUN2400
6723|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|2989|217|283|2988|216|260|RUN2400
6723|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|2980|-480|269|2976|-483|220|RUN2400
6723|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|2987|338|277|2989|336|236|RUN2400
6723|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|2979|-360|269|2977|-362|221|RUN2400
6723|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|2986|459|274|2986|459|235|RUN2400
6723|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|2975|-241|272|2977|-243|237|RUN2400
6723|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|2990|580|269|2989|578|248|RUN2400
6723|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3166|-365|478|3119|-392|483|RUN2400
6723|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2831|-502|710|2834|-493|721|RUN2400
6723|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2819|214|711|2817|211|699|RUN2400
6723|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2791|-196|733|2788|-189|727|RUN2400
6723|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2828|516|714|2830|513|704|RUN2400
6723|1|24|C|Steering Column|SC|Steering column|2641|-373|897|2621|-374|917|RUN2400
6723|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2585|-585|297|2582|-579|282|RUN2400
6723|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2587|586|297|2581|577|272|RUN2400
6724|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|976|539|-130|941|531|-121|BT09051401
6724|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|1002|-187|-128|963|-162|-131|BT09051401
6724|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|1061|423|-130|1007|403|-112|BT09051401
6724|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|1044|-306|-129|1007|-281|-122|BT09051401
6724|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|1048|306|-129|982|291|-110|BT09051401
6724|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|1059|-423|-128|1022|-398|-113|BT09051401
6724|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|1010|186|-130|919|197|-81|BT09051401
6724|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|973|-540|-130|946|-523|-123|BT09051401
6724|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|954|541|-208|924|531|-201|BT09051401
6724|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|932|-188|-207|903|-171|-217|BT09051401
6724|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|970|421|-207|926|413|-197|BT09051401
6724|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|942|-304|-197|908|-283|-195|BT09051401
6724|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|943|304|-199|873|309|-174|BT09051401
6724|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|968|-422|-207|939|-403|-201|BT09051401
6724|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|965|188|-207|879|198|-162|BT09051401
6724|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|953|-542|-208|929|-522|-201|BT09051401
6724|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|778|537|-289|756|541|-299|BT09051401
6724|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|777|-188|-289|752|-175|-306|BT09051401
6724|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|778|423|-289|750|426|-303|BT09051401
6724|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|776|-307|-288|752|-293|-296|BT09051401
6724|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|779|306|-288|748|311|-306|BT09051401
6724|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|778|-424|-289|756|-412|-292|BT09051401
6724|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|777|186|-287|752|191|-303|BT09051401
6724|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|777|-538|-288|762|-525|-292|BT09051401
6724|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|647|538|-290|622|541|-294|BT09051401
6724|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|653|-187|-288|628|-175|-304|BT09051401
6724|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|647|421|-287|622|425|-301|BT09051401
6724|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|647|-304|-286|624|-291|-301|BT09051401
6724|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|649|305|-287|625|308|-312|BT09051401
6724|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|647|-421|-287|626|-409|-294|BT09051401
6724|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|653|186|-288|629|191|-311|BT09051401
6724|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|646|-536|-288|627|-524|-288|BT09051401
6724|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|524|538|-287|500|540|-283|BT09051401
6724|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|523|-189|-290|497|-180|-310|BT09051401
6724|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|523|421|-286|499|425|-303|BT09051401
6724|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|526|-307|-286|503|-297|-303|BT09051401
6724|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|525|304|-286|502|308|-313|BT09051401
6724|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|525|-423|-286|504|-413|-297|BT09051401
6724|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|522|188|-291|499|191|-312|BT09051401
6724|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|521|-539|-285|502|-529|-281|BT09051401
6724|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|886|317|-92|835|303|-43|BT09051401
6724|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|583|482|286|592|477|301|BT09051401
6724|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|591|-484|297|595|-473|301|BT09051401
6724|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|580|180|285|586|176|295|BT09051401
6724|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|260|-541|-232|253|-533|-240|BT09051401
6724|1|24|C|Steering Column|SC|Steering column|384|333|356|421|325|389|BT09051401
6724|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|259|543|-233|255|541|-238|BT09051401
6724|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|538|-182|286|542|-172|294|BT09051401
6727|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|1129|-585|284|1070|-640|242|BT09052001
6727|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|1127|271|282|1016|328|225|BT09052001
6727|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|1143|-480|283|1046|-539|233|BT09052001
6727|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|1128|374|282|1021|430|224|BT09052001
6727|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|1142|-374|283|1038|-434|233|BT09052001
6727|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|1128|482|282|1039|537|226|BT09052001
6727|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|1129|-270|283|1022|-331|237|BT09052001
6727|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|1128|581|283|1073|629|238|BT09052001
6727|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1059|-586|346|1016|-639|318|BT09052001
6727|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|1052|271|346|982|325|312|BT09052001
6727|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1058|-481|346|1006|-540|327|BT09052001
6727|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|1054|373|345|992|424|322|BT09052001
6727|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1059|-373|346|984|-434|317|BT09052001
6727|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|1056|479|346|996|530|330|BT09052001
6727|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1058|-271|347|1010|-342|312|BT09052001
6727|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|1058|584|348|1016|641|310|BT09052001
6727|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|968|-583|410|965|-609|398|BT09052001
6727|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|965|271|403|933|317|403|BT09052001
6727|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|964|-480|410|949|-534|425|BT09052001
6727|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|968|373|405|938|420|413|BT09052001
6727|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|965|-371|408|964|-426|427|BT09052001
6727|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|968|481|407|936|525|407|BT09052001
6727|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|965|-269|409|965|-329|402|BT09052001
6727|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|970|582|412|963|599|387|BT09052001
6727|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|860|-584|415|865|-612|433|BT09052001
6727|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|860|271|406|843|338|386|BT09052001
6727|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|860|-480|417|853|-516|445|BT09052001
6727|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|860|374|417|843|422|445|BT09052001
6727|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|859|-374|417|868|-418|464|BT09052001
6727|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|859|481|419|855|510|444|BT09052001
6727|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|860|-270|411|870|-322|427|BT09052001
6727|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|857|584|415|863|602|421|BT09052001
6727|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|754|-584|421|759|-609|435|BT09052001
6727|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|756|270|408|762|318|421|BT09052001
6727|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|754|-482|421|760|-515|480|BT09052001
6727|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|756|373|422|761|408|475|BT09052001
6727|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|756|-375|421|766|-411|481|BT09052001
6727|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|756|482|423|761|508|479|BT09052001
6727|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|755|-270|409|768|-318|434|BT09052001
6727|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|755|584|420|759|600|422|BT09052001
6727|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|955|-370|199|934|-432|177|BT09052001
6727|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|612|-531|-50|619|-566|-78|BT09052001
6727|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|583|256|-61|594|574|-85|BT09052001
6727|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|603|-230|-47|613|-265|-72|BT09052001
6727|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|596|542|-59|389|590|383|BT09052001
6727|1|24|C|Steering Column|SC|Steering column|426|-375|-210|442|-403|-242|BT09052001
6727|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|382|-592|376|386|-608|387|BT09052001
6727|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|385|580|381|590|287|-88|BT09052001
6729|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3119|-534|394|3064|-535|421|RUN2402
6729|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3163|168|390|3107|152|389|RUN2402
6729|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3234|-421|394|3155|-401|442|RUN2402
6729|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3202|288|390|3144|274|400|RUN2402
6729|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3221|-291|399|3118|-278|444|RUN2402
6729|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3208|402|392|3151|389|409|RUN2402
6729|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3189|-178|393|3092|-198|437|RUN2402
6729|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3153|525|390|3099|509|409|RUN2402
6729|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3060|-535|328|3009|-532|353|RUN2402
6729|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3088|172|309|3039|163|308|RUN2402
6729|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3134|-416|326|3072|-407|351|RUN2402
6729|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3087|286|310|3031|276|321|RUN2402
6729|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3115|-293|325|3019|-298|373|RUN2402
6729|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3092|408|311|3037|395|321|RUN2402
6729|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3151|-184|330|3053|-205|377|RUN2402
6729|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|3090|529|307|3047|514|318|RUN2402
6729|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|3008|-533|256|2955|-533|285|RUN2402
6729|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|2965|176|260|2925|169|242|RUN2402
6729|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3014|-416|257|2960|-420|273|RUN2402
6729|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|2973|287|249|2932|282|239|RUN2402
6729|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3014|-294|257|2945|-303|277|RUN2402
6729|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|2975|410|249|2935|402|242|RUN2402
6729|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3034|-181|256|2981|-196|273|RUN2402
6729|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|2972|527|247|2937|521|248|RUN2402
6729|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|2924|-529|255|2879|-536|265|RUN2402
6729|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|2882|174|258|2844|172|243|RUN2402
6729|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|2922|-417|256|2877|-421|260|RUN2402
6729|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|2882|292|249|2844|284|244|RUN2402
6729|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|2919|-296|257|2868|-298|269|RUN2402
6729|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|2884|412|249|2846|406|247|RUN2402
6729|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|2916|-178|258|2872|-188|248|RUN2402
6729|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|2884|527|249|2849|521|251|RUN2402
6729|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|2833|-528|256|2787|-534|256|RUN2402
6729|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|2790|176|270|2753|174|255|RUN2402
6729|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|2832|-418|257|2787|-421|251|RUN2402
6729|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|2792|291|249|2754|286|241|RUN2402
6729|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|2832|-295|256|2788|-300|243|RUN2402
6729|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|2794|415|251|2757|410|249|RUN2402
6729|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|2837|-170|265|2794|-182|261|RUN2402
6729|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|2795|524|251|2762|521|251|RUN2402
6729|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3074|-313|428|3063|-313|471|RUN2402
6729|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2775|-483|705|2776|-483|722|RUN2402
6729|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2788|185|695|2807|482|713|RUN2402
6729|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2781|-184|698|2781|-186|714|RUN2402
6729|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2813|483|701|2778|183|709|RUN2402
6729|1|24|C|Steering Column|SC|Steering column|2570|-328|879|2609|-315|924|RUN2402
6729|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2446|-540|287|2430|-537|283|RUN2402
6729|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2449|545|291|2431|538|274|RUN2402
6742|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|2778|-541|93|2772|-541|75|
6742|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|2810|182|100|2786|181|95|
6742|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|2894|-413|96|2870|-405|66|
6742|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|2807|313|101|2789|309|88|
6742|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|2886|-286|94|2805|-270|87|
6742|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|2805|441|102|2792|438|87|
6742|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|2890|-160|94|2849|-158|75|
6742|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|2803|567|104|2799|564|84|
6742|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|2738|-541|140|2734|-542|129|
