TSTNO| VEHNO| IPNO| IPLOC| IPLOCD| IPCOM| IPCOMD| BIX| BIY| BIZ| AIX| AIY| AIZ| TSTREF 
2955|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1000|-1000|-1000|730|-1000|-1010|CF98004
2955|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|1000|-1000|-1000|800|-990|-1000|CF98004
2955|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|1000|-1000|-1000|840|-990|-1010|CF98004
2955|1|24|C|Steering Column|SC|Steering column|1000|-1000|-1000|850|-990|-990|CF98004
2956|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1000|-1000|-1000|780|-1000|-1040|CF97011
2956|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1000|-1000|-1000|670|-970|-1050|CF97011
2956|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1000|-1000|-1000|660|-980|-1050|CF97011
2956|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1000|-1000|-1000|740|-990|-1040|CF97011
2956|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1000|-1000|-1000|770|-970|-1050|CF97011
2956|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|1000|-1000|-1000|870|-990|-1060|CF97011
2956|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|1000|-1000|-1000|860|-990|-1030|CF97011
2956|1|24|C|Steering Column|SC|Steering column|1000|-1000|-1000|900|-970|-1110|CF97011
2963|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3936||-476|3794||-497|MW0121
2963|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3937||-481|3545||-550|MW0121
2963|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|4037||-473|3810||-480|MW0121
2963|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3952||-462|3623||-510|MW0121
2963|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3937||-477|3863||-485|MW0121
2963|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3952||-462|3622||-505|MW0121
2963|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3750|||3329|||MW0121
2963|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3838||-403|3710||-700|MW0121
2963|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3837||-398|3433||-479|MW0121
2963|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3839||-389|3724||-287|MW0121
2963|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3858||-378|3490||-420|MW0121
2963|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3839||-403|3772||-393|MW0121
2963|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3852||-378|3542||-410|MW0121
2963|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3737||-317|3621||-307|MW0121
2963|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3737||-316|3414||-381|MW0121
2963|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3737||-317|3622||-308|MW0121
2963|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3737||-316|3396||-329|MW0121
2963|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3736||-317|3681||-301|MW0121
2963|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3736||-316|3444||-305|MW0121
2963|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3742|||3354|||MW0121
2963|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3516|||3174|||MW0121
2963|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3516|||3252|||MW0121
2963|1|24|C|Steering Column|SC|Steering column|3254|394|495|2985|500|675|MW0121
2963|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|3106||427|3074||300|MW0121
2963|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|3106||427|3103||427|MW0121
2964|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3250||-391|3218||-375|MW0311
2964|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3249||-401|2963||-384|MW0311
2964|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3252||-390|3226||-371|MW0311
2964|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3252||-396|2994||-410|MW0311
2964|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3253||-392|3226||-379|MW0311
2964|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3243||-401|3011||-395|MW0311
2964|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3114|||2908|||MW0311
2964|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3149||-267|3130||-244|MW0311
2964|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3148||-279|2897||-254|MW0311
2964|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3149||-266|3131||-242|MW0311
2964|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3149||-278|2910||-240|MW0311
2964|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3149||-272|3123||-245|MW0311
2964|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3149||-262|2972||-225|MW0311
2964|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3049||-198|3044||-150|MW0311
2964|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3043||-210|2937||-148|MW0311
2964|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3049||-198|3039||-159|MW0311
2964|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3046||-211|2926||-141|MW0311
2964|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3049||-200|3029||-165|MW0311
2964|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3046||-209|2969||-119|MW0311
2964|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3078|||2781|||MW0311
2964|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2834|||2686|||MW0311
2964|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2839|||2731|||MW0311
2964|1|24|C|Steering Column|SC|Steering column|2575|460|435|2362|475|617|MW0311
2964|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2454||251|2451||155|MW0311
2964|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2459||245|2457||216|MW0311
3311|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1083|-1161|910|777|-1115|825|CF99011
3311|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1174|-1093|850|896|-1073|780|CF99011
3311|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1183|-942|851|891|-955|770|CF99011
3311|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1221|-792|856|1001|-812|798|CF99011
3311|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1009|-943|851|748|-949|793|CF99011
3311|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|742|-1081|565|603|-1071|487|CF99011
3311|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|744|-777|561|619|-774|486|CF99011
3311|1|24|C|Steering Column|SC|Steering column|513|-932|391|402|-892|311|CF99011
3311|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|480|-1147|980|461|-1127|1029|CF99011
3312|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1254|-1276|1022|1136|-1246|997|CF99012
3312|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1327|-1156|952|1213|-1131|921|CF99012
3312|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1354|-1003|952|1292|-997|945|CF99012
3312|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1338|-852|952|1278|-844|941|CF99012
3312|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1116|-1004|953|1031|-993|926|CF99012
3312|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|869|-1110|699|836|-1101|679|CF99012
3312|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|868|-817|696|847|-807|677|CF99012
3312|1|24|C|Steering Column|SC|Steering column|642|-964|429|624|-959|393|CF99012
3312|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|611|-1149|1100|600|-1169|1113|CF99012
3314|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1254|-1213|991|1157|-1165|948|CF98022
3314|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1351|-1128|945|1120|-1109|792|CF98022
3314|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1424|-974|941|1189|-939|839|CF98022
3314|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1403|-828|940|1260|-804|853|CF98022
3314|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1192|-976|942|1091|-919|843|CF98022
3314|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|940|-1130|669|921|-1138|630|CF98022
3314|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|937|-827|673|906|-837|642|CF98022
3314|1|24|C|Steering Column|SC|Steering column|722|-979|443|702|-995|401|CF98022
3314|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|647|-1196|1065|655|-1192|1056|CF98022
3315|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1246|-1194|952|1155|-1213|965|CF99006
3315|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1296|-1143|855|1143|-1152|865|CF99006
3315|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1308|-993|854|1141|-1010|863|CF99006
3315|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1290|-844|856|1158|-864|864|CF99006
3315|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1106|-990|853|1053|-1048|918|CF99006
3315|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|835|-1120|598|792|-1149|612|CF99006
3315|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|839|-817|593|779|-843|618|CF99006
3315|1|24|C|Steering Column|SC|Steering column|610|-972|389|583|-1010|389|CF99006
3315|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|541|-1204|999|540|-1244|1024|CF99006
3316|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1162|-1195|928|1027|-1158|909|CF99014
3316|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1279|-1131|834|1139|-1101|816|CF99014
3316|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1345|-980|836|1197|-967|821|CF99014
3316|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1345|-833|837|1233|-826|834|CF99014
3316|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1114|-980|833|1015|-974|818|CF99014
3316|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|864|-1138|615|803|-1136|581|CF99014
3316|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|863|-842|610|798|-839|582|CF99014
3316|1|24|C|Steering Column|SC|Steering column|600|-991|389|572|-1011|352|CF99014
3316|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|554|-1231|966|553|-1224|990|CF99014
3317|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1210|-1176|902|1095|-1197|850|CF99015
3317|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1314|-1105|807|1142|-1112|723|CF99015
3317|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1345|-961|809|1172|-965|720|CF99015
3317|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1351|-806|812|1210|-822|742|CF99015
3317|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1126|-956|812|1020|-980|782|CF99015
3317|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|806|-1117|575|741|-1130|546|CF99015
3317|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|802|-821|573|746|-834|549|CF99015
3317|1|24|C|Steering Column|SC|Steering column|606|-972|393|552|-981|384|CF99015
3317|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|595|-1230|1017|561|-1249|1045|CF99015
3318|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1215|-1192|863|1096|-1168|812|CF99018
3318|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1281|-1079|804|1081|-1050|741|CF99018
3318|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1364|-930|805|1109|-884|719|CF99018
3318|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1355|-779|802|1192|-782|752|CF99018
3318|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1155|-929|802|1003|-840|704|CF99018
3318|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|854|-1094|540|776|-1085|523|CF99018
3318|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|867|-796|540|799|-788|531|CF99018
3318|1|24|C|Steering Column|SC|Steering column|617|-944|349|617|-947|228|CF99018
3318|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|559|-1136|967|550|-1145|980|CF99018
3319|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1215|-1224|911|1140|-1231|866|CF99019
3319|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1347|-1126|813|1194|-1120|722|CF99019
3319|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1381|-977|814|1228|-973|724|CF99019
3319|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1388|-827|814|1263|-829|738|CF99019
3319|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1155|-978|812|1095|-989|783|CF99019
3319|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|865|-1149|572|825|-1158|546|CF99019
3319|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|859|-847|574|828|-857|549|CF99019
3319|1|24|C|Steering Column|SC|Steering column|644|-995|380|645|-1007|366|CF99019
3319|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|688|-1260|932|685|-1269|956|CF99019
3320|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1153|-1209|934|987|-1198|875|CF99020
3320|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1218|-1097|866|986|-1080|790|CF99020
3320|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1307|-942|869|1019|-901|767|CF99020
3320|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1297|-794|867|1103|-805|805|CF99020
3320|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1097|-946|870|908|-832|767|CF99020
3320|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|794|-1110|607|685|-1099|571|CF99020
3320|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|806|-804|602|715|-796|585|CF99020
3320|1|24|C|Steering Column|SC|Steering column|564|-958|419|476|-932|385|CF99020
3320|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|499|-1144|1033|488|-1148|1077|CF99020
3321|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1192|-1208|845|1136|-1213|816|CF99021
3321|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1337|-1108|773|1193|-1090|693|CF99021
3321|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1373|-955|769|1242|-945|705|CF99021
3321|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1380|-812|769|1237|-820|703|CF99021
3321|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1146|-960|768|1068|-955|724|CF99021
3321|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|795|-1129|498|762|-1134|462|CF99021
3321|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|803|-833|495|777|-832|469|CF99021
3321|1|24|C|Steering Column|SC|Steering column|628|-983|332|609|-994|282|CF99021
3321|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|580|-1249|902|584|-1260|907|CF99021
3322|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1331|-1254|962|1051|-1284|924|CF98023
3322|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1393|-1161|948|1021|-1188|884|CF98023
3322|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1450|-1012|940|1083|-1011|861|CF98023
3322|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1451|-868|944|1167|-904|887|CF98023
3322|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1231|-1013|945|937|-1021|841|CF98023
3322|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|1024|-1203|662|802|-1211|598|CF98023
3322|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|1018|-903|664|844|-911|613|CF98023
3322|1|24|C|Steering Column|SC|Steering column|788|-1049|395|607|-1080|320|CF98023
3322|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|651|-1254|1095|605|-1260|1280|CF98023
3323|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1186|-1249|1039|1022|-1223|953|CF99002
3323|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1281|-1193|939|1152|-1189|887|CF99002
3323|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1330|-1042|943|1187|-1046|892|CF99002
3323|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1284|-886|993|1135|-904|936|CF99002
3323|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1076|-1039|943|910|-1042|811|CF99002
3323|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|918|-1187|769|857|-1214|727|CF99002
3323|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|915|-892|774|873|-918|740|CF99002
3323|1|24|C|Steering Column|SC|Steering column|637|-1038|413|601|-1060|366|CF99002
3323|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|483|-1221|1134|470|-1226|1209|CF99002
3324|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1178|-1212|1140|1162|-1215|1089|CF98024
3324|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1403|-1178|952|1192|-1162|838|CF98024
3324|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1436|-1026|955|1230|-1011|840|CF98024
3324|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1434|-834|948|1273|-839|873|CF98024
3324|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1221|-1035|954|1067|-1034|823|CF98024
3324|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|981|-1201|679|951|-1214|603|CF98024
3324|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|994|-900|678|972|-913|608|CF98024
3324|1|24|C|Steering Column|SC|Steering column|767|-1049|407|767|-1070|297|CF98024
3324|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|669|-1274|1123|653|-1275|1106|CF98024
3325|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1162|-1150|892|1002|-1114|872|CF99001
3325|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1291|-1002|847|1054|-959|800|CF99001
3325|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1359|-853|848|1158|-854|812|CF99001
3325|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1296|-699|852|1168|-687|843|CF99001
3325|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1070|-852|849|982|-796|881|CF99001
3325|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|800|-1067|573|720|-1042|581|CF99001
3325|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|804|-766|578|740|-737|588|CF99001
3325|1|24|C|Steering Column|SC|Steering column|588|-916|390|531|-890|349|CF99001
3325|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|521|-880|982|516|-907|970|CF99001
3326|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1194|-1122|913|1035|-1084|868|CF99008
3326|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1281|-1040|865|1006|-984|805|CF99008
3326|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1317|-885|859|996|-827|799|CF99008
3326|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1318|-733|864|1077|-693|817|CF99008
3326|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1101|-886|862|869|-826|784|CF99008
3326|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|832|-1040|593|772|-1035|581|CF99008
3326|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|827|-746|598|767|-739|586|CF99008
3326|1|24|C|Steering Column|SC|Steering column|611|-891|404|616|-932|319|CF99008
3326|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|524|-1134|949|525|-1149|979|CF99008
3327|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1206|-1142|920|983|-1085|867|CF99005
3327|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1280|-1057|858|1002|-1005|792|CF99005
3327|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1306|-908|856|1048|-865|796|CF99005
3327|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1305|-754|859|1100|-731|830|CF99005
3327|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1106|-905|856|908|-894|795|CF99005
3327|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|827|-1065|584|764|-1049|587|CF99005
3327|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|824|-770|588|779|-759|586|CF99005
3327|1|24|C|Steering Column|SC|Steering column|608|-921|393|576|-914|359|CF99005
3327|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|557|-1177|991|548|-1188|1003|CF99005
3328|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1182|-1142|879|988|-1102|883|CF99007
3328|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1286|-1027|840|1068|-993|842|CF99007
3328|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|1321|-873|839|1054|-850|833|CF99007
3328|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|1309|-728|843|1138|-743|838|CF99007
3328|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|1100|-876|838|924|-853|845|CF99007
3328|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|799|-1045|574|669|-1016|550|CF99007
3328|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|791|-748|574|670|-721|572|CF99007
3328|1|24|C|Steering Column|SC|Steering column|588|-898|398|468|-844|390|CF99007
3328|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|503|-1086|989|490|-1091|1021|CF99007
3329|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|1223|-1022|958|1014|-1012|917|CF99004
3329|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|1265|-983|893|1007|-972|844|CF99004
