TSTNO| BARRIG| BARRIGD| BARSHP| BARSHPD| BARANG| BARDIA| BARCOM 
8495|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8497|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8499|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8515|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8520|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8521|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
8523|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8524|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8526|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8528|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8531|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8532|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8534|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8537|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8538|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8539|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8540|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8543|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8544|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8545|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8556|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8558|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8561|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8562|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8568|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8587|R|RIGID|FLB|FLAT BARRIER|0|0|
8588|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8589|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8590|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8603|R|RIGID|OTH|OTHER|0|0|NHTSA LCB 11 ROWS X 16 COLUMNS
8604|R|RIGID|FLB|FLAT BARRIER|0|0|NO LOAD CELL BARRIER USED
8605|R|RIGID|FLB|FLAT BARRIER|0|0|NO LOAD CELL BARRIER USED
8612|R|RIGID|FLB|FLAT BARRIER|0|0|
8613|R|RIGID|FLB|FLAT BARRIER|0|0|
8615|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8616|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8617|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8640|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8641|R|RIGID|FLB|FLAT BARRIER|0|0|NO LOAD CELL BARRIER USED
8648|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8651|R|RIGID|FLB|FLAT BARRIER|0|0|
8660|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
8661|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8663|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8665|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8748|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8749|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8755|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8758|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8759|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8760|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
8761|R|RIGID|FLB|FLAT BARRIER|0|0|
8778|R|RIGID|FLB|FLAT BARRIER|0|0|
8780|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8781|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8783|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8785|R|RIGID|POL|POLE|0|254|SEGMENTED INTO FOUR SOLID HALF-CIRCLES
8792|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8877|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8878|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8880|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8890|R|RIGID|FLB|FLAT BARRIER|0|0|
8891|R|RIGID|FLB|FLAT BARRIER|0|0|
8898|R|RIGID|FLB|FLAT BARRIER|0|0|
8899|R|RIGID|FLB|FLAT BARRIER|0|0|
8900|R|RIGID|FLB|FLAT BARRIER|0|0|
8901|R|RIGID|FLB|FLAT BARRIER|0|0|
8908|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8909|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8938|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8940|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8947|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
8948|R|RIGID|FAB|FLAT ANGLED BARRIER|30|0|
8949|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8981|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8982|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8984|R|RIGID|FLB|FLAT BARRIER|0|0|
8985|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8987|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8988|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8990|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8993|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
8994|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8995|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
8996|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9003|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9004|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9005|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9007|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9009|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9010|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9011|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9012|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9014|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9016|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9029|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9030|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9031|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9033|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9034|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9035|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9040|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9041|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9044|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9045|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9047|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9048|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9049|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9051|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9053|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9055|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9059|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9061|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9062|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9066|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9068|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9069|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16  LOAD CELL BARRIER
9070|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9071|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9072|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9075|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9077|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9078|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9079|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9080|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9082|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9085|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9086|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9088|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9097|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9100|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9107|R|RIGID|FLB|FLAT BARRIER|0|0|
9108|R|RIGID|FLB|FLAT BARRIER|0|0|
9109|R|RIGID|FLB|FLAT BARRIER|0|0|
9111|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9114|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9120|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9136|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9156|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9157|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9158|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9160|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9161|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9164|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9165|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9166|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9167|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9169|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9248|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9250|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9251|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9252|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9253|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9256|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9257|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9258|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9259|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9293|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9295|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9296|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9297|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9300|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9325|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9326|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9344|R|RIGID|FLB|FLAT BARRIER|0|0|
9345|R|RIGID|FLB|FLAT BARRIER|0|0|
9346|R|RIGID|FLB|FLAT BARRIER|0|0|
9347|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9348|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9349|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9350|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9351|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9352|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9469|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9472|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9473|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9484|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16  LOAD CELL BARRIER
9485|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9487|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9489|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9490|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9492|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9493|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9494|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9495|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9496|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9502|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9503|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9507|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9508|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9509|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9511|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9512|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9514|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9515|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9534|R|RIGID|FLB|FLAT BARRIER|0|0|
9535|R|RIGID|FLB|FLAT BARRIER|0|0|
9536|R|RIGID|FLB|FLAT BARRIER|0|0|
9537|R|RIGID|FLB|FLAT BARRIER|0|0|
9538|R|RIGID|FLB|FLAT BARRIER|0|0|
9548|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9551|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9552|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9553|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9554|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9556|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9557|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9559|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9561|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9563|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9565|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9584|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9589|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9590|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9591|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9592|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9593|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9594|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9649|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9659|R|RIGID|OTH|OTHER|0|0|ROLLOVER
9662|R|RIGID|FLB|FLAT BARRIER|0|0|FRONTAL FLAT BARRIER WITH NO LOADCELLS
9663|R|RIGID|OTH|OTHER|0|0|ROLLOVER
9664|R|RIGID|FLB|FLAT BARRIER|0|0|
9671|R|RIGID|FLB|FLAT BARRIER|0|0|
9678|R|RIGID|FLB|FLAT BARRIER|0|0|
9686|R|RIGID|FLB|FLAT BARRIER|0|0|
9692|R|RIGID|FLB|FLAT BARRIER|0|0|
9696|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9698|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9734|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9735|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9745|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9746|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9754|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9755|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9757|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9758|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9759|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
9761|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9762|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9763|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9764|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9776|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9779|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9780|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
9781|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
9782|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
9783|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
9784|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
9785|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
9792|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9793|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9801|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9803|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9808|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9809|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9939|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9941|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9946|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9947|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9961|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9963|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9967|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9969|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9970|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9971|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9973|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9974|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9979|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9981|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9982|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
9984|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9985|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9987|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9988|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9989|R|RIGID|FLB|FLAT BARRIER|0|0|NO LOAD CELL BARRIER USED
9991|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
9992|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9993|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9994|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
9997|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
9999|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10000|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10001|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10002|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10004|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10005|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
10006|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10007|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10027|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10028|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10029|R|RIGID|LCB|LOAD CELL BARRIER|0|0|HIGH RESOLUTION 11X16 LOAD CELL BARRIER
10031|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10033|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10034|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10036|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10037|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10039|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10044|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10047|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10049|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10050|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10051|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
10052|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
10053|R|RIGID|POL|POLE|0|254|8 LOAD CELL BARRIER
10058|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
10059|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10060|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10061|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10067|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10068|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10070|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10073|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10075|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10076|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10084|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10088|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10089|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
10090|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
10091|R|RIGID|LCB|LOAD CELL BARRIER|0|0|ADVANCED RESEARCH LOAD CELL BARRIER
10093|R|RIGID|POL|POLE|0|254|SIDE POLE BARRIER
10126|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
10127|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
10128|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
10129|R|RIGID|UNK|UNKNOWN|0|0|NO BARRIER
