TSTNO| BARRIG| BARRIGD| BARSHP| BARSHPD| BARANG| BARDIA| BARCOM 
3665|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
3666|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
3667|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
3672|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3673|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3676|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3677|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3678|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3683|R|RIGID|POL|POLE|0|254|
3684|R|RIGID|POL|POLE|0|254|
3685|R|RIGID|POL|POLE|0|254|
3703|R|RIGID|POL|POLE|0|254|
3707|R|RIGID|POL|POLE|0|254|
3708|R|RIGID|POL|POLE|0|254|
3730|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3740|R|RIGID|POL|POLE|0|254|
3742|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
3743|R|RIGID|POL|POLE|0|254|
3783|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3784|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
3785|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3786|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3787|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3794|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
3796|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3798|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3801|R|RIGID|LCB|LOAD CELL BARRIER|0|0|36 LOAD CELL BARRIER CONFIGURATION
3802|R|RIGID|POL|POLE|0|254|
3804|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3805|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3806|R|RIGID|LCB|LOAD CELL BARRIER|0|0|36 LOAD CELL BARRIER CONFIGURATION
3807|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3817|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3818|R|RIGID|POL|POLE|0|254|
3820|R|RIGID|POL|POLE|0|254|
3833|R|RIGID|FLB|FLAT BARRIER|0|0|NO COMMENTS
3836|R|RIGID|OTH|OTHER|0|0|4 BY 9 LCB WAS RAISED  269 MM, 335 MM FROM GROUND TO BOTTOM OF LCB
3843|R|RIGID|FLB|FLAT BARRIER|0|0|36 LOAD CELL BARRIER CONFIGURATION
3844|R|RIGID|LCB|LOAD CELL BARRIER|0|0|36 LOAD CELL BARRIER CONFIGURATION
3845|R|RIGID|POL|POLE|0|254|
3848|R|RIGID|LCB|LOAD CELL BARRIER|0|0|36 LOAD CELL BARRIER CONFIGURATION
3849|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3850|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3851|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
3854|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3855|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3856|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3857|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3873|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3874|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3897|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
3898|R|RIGID|POL|POLE|0|254|
3901|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3902|R|RIGID|LCB|LOAD CELL BARRIER|0|0|36 LOAD CELL BARRIER CONFIGURATION
3905|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
3907|D|DEFORMABLE|EOL|EEVC OFFSET LOAD CELL BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER WITH LOADCELLS (1000mm wide)
3909|D|DEFORMABLE|US1|US OFFSET LC BARRIER MOD1|0|9999|EEVC DEFORMABLE US BARRIER WITH LC MOD1 (1000mm wide)
3915|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
3916|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
3952|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
3986|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
3987|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4080|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4081|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4084|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
4090|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4133|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4134|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4135|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4136|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4137|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4138|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4139|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4140|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4141|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4142|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4143|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4144|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4145|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4146|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4147|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4148|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART#20670
4149|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART#20670
4150|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4151|D|DEFORMABLE|FLB|FLAT BARRIER|0||NO COMMENTS
4152|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4153|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4154|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4155|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4156|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4157|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4158|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4159|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4162|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4163|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4164|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4165|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4166|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4167|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4168|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4169|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4170|D|DEFORMABLE|FLB|FLAT BARRIER|0||EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4171|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4172|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4173|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4174|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4175|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4176|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4177|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4179|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART#20670
4180|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4181|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4182|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4183|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4184|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4196|R|RIGID|FLB|FLAT BARRIER|0|0|
4198|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4205|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4206|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4207|R|RIGID|FLB|FLAT BARRIER|0|0|
4215|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4216|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4217|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
4223|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
4230|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4231|R|RIGID|LCB|LOAD CELL BARRIER|0|0|L.C.B. HAS FORTY-FOUR 3-AXIS LOAD CELLS
4235|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,B9,C1,C9,D1,D2,D3,D4,D7,D8,D9
4237|R|RIGID|LCB|LOAD CELL BARRIER|0|0|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4238|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4239|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
4240|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4241|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4242|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4243|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4244|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4245|R|RIGID|POL|POLE|0|254|
4246|R|RIGID|POL|POLE|0|254|
4247|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4248|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4249|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4250|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
4251|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4252|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4254|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4255|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4259|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4263|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4264|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4265|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4266|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4267|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4268|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4269|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4273|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4284|R|RIGID|POL|POLE|0|254|
4285|R|RIGID|POL|POLE|0|254|
4286|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4289|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4291|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4303|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4312|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO DATA COLLECTED ON A1,B1,C1,D1,D9
4313|R|RIGID|POL|POLE|0|254|
4317|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4318|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4319|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4320|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4321|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4322|R|RIGID|FLB|FLAT BARRIER|0|0|NONE
4365|R|RIGID|POL|POLE|0|254|
4377|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4378|R|RIGID|POL|POLE|0|254|
4379|R|RIGID|POL|POLE|0|254|
4388|R|RIGID|POL|POLE|0|254|
4389|R|RIGID|POL|POLE|0|254|
4416|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4417|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4418|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4419|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4420|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4421|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4423|R|RIGID|POL|POLE|0|254|
4424|R|RIGID|POL|POLE|0|254|
4428|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4431|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4435|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4437|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|0|BARRIER LOAD CELL DATA NOT ACQUIRED.
4439|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4440|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4441|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4442|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4444|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4445|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4446|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4447|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4448|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4449|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4450|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4451|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4452|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4453|R|RIGID|FLB|FLAT BARRIER|0|0|
4454|R|RIGID|FLB|FLAT BARRIER|0|0|
4457|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS - DATA NOT AVAILABLE
4459|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4460|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4461|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|EEVC DEFORMABLE US BARRIER WITH LC MOD2 (1000mm wide)
4462|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4463|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4464|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4471|R|RIGID|POL|POLE|0|254|
4472|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4473|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4476|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4477|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4478|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4479|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4480|R|RIGID|POL|POLE|0|254|
4481|R|RIGID|POL|POLE|0|254|
4483|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4484|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4485|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4486|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4487|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4488|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4490|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4491|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4493|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4500|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4501|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4502|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4503|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC BARRIER (WG11-ECE R94/01) PLASCORE PART #20670
4504|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4505|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4506|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4507|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4508|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4509|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4510|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4511|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4512|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4513|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4514|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4544|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4545|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4546|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4548|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4549|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4553|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4555|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4556|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4559|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4560|R|RIGID|LCB|LOAD CELL BARRIER|0|0|NO COMMENTS
4564|R|RIGID|POL|POLE|0|254|
4565|R|RIGID|POL|POLE|0|254|
4567|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4568|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4570|R|RIGID|POL|POLE|0|254|
4572|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|FRONTAL FLAT BARRIER WITH 36 LOADCELLS
4577|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4578|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4580|R|RIGID|POL|POLE|0|254|
4593|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4594|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4595|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4596|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4597|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4598|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4599|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|||EEVC DEFORMABLE OFFSET BARRIER (1000MM WIDE)
4601|R|RIGID|POL|POLE|0|254|
4613|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4645|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4646|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4659|R|RIGID|LCB|LOAD CELL BARRIER|0|0|
4662|R|RIGID|FLB|FLAT BARRIER|0|0|
4669|D|DEFORMABLE|US2|EEVC OFFSET US LC BARRIER MOD2|0|0|BARSHP: IIHS LEFT OFFSET DEFORMABLE LOAD CELL BARRIER
4671|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4672|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4673|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4674|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
4675|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4676|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4677|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4678|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4679|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4680|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4681|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4682|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4683|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4684|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4685|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4686|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
4687|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
