MAKE,MODEL,MODEL_YR,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MMY,VEHICLE_ID
KIA,SPORTAGE,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Sportage.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Sportage-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Sportage-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Sportage-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Sportage-s.wmv,4,3,0.174,0.204,,,Not Rated,,,,,Standard,No,No,,51.0,2.0,0.0,2009 Kia Sportage 4-DR w/SAB,5205.0
LAND ROVER,RANGE ROVER,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,11.0,5.0,0.0,2009 Land Rover Range Rover 4-DR w/SAB,5403.0
LEXUS,RX350,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08RX350.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08RX350-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08RX350-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08RX350-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08RX350-s.wmv,4,4,0.191,0.198,,,Not Rated,,,,,Standard,No,No,,94.0,0.0,0.0,2009 Lexus RX350 w/SAB,5372.0
MAZDA,CX-7,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07CX7.JPG,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07CX7-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07CX7-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07CX7-s.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07CX7-s.wmv,4,4,0.147,0.147,,,Not Rated,,,,,Standard,No,No,,56.0,5.0,0.0,2009 Mazda CX-7 4-DR. w/SAB,5117.0
MINI,COOPER,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Cooper .JPG,Not Rated,Not Rated,4.0,4.0,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Cooper-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Cooper-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Cooper-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Cooper-s.wmv,Not Rated,5,0.0,0.101,,,Not Rated,,,,,Optional,No,No,,109.0,0.0,0.0,2009 MINI Cooper w/SAB,5407.0
MINI,CLUBMAN,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,27.0,0.0,0.0,2009 MINI Clubman w/SAB,5405.0
MINI,COOPER S,2009,,Not Rated,Not Rated,4.0,4.0,,,,,,,Not Rated,5,4,,,,,,,Not Rated,5,0.0,0.101,,,Not Rated,,,,,Optional,No,No,,214.0,1.0,1.0,2009 MINI Cooper S w/SAB,5410.0
MINI,JOHN COOPER WORKS,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Cooper .JPG,Not Rated,Not Rated,4.0,4.0,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Cooper-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Cooper-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Cooper-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Cooper-s.wmv,Not Rated,5,0.0,0.101,,,Not Rated,,,,,Optional,No,No,,9.0,2.0,1.0,2009 MINI John Cooper Works w/SAB,5411.0
MITSUBISHI,LANCER,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Lancerv2.jpg,Not Rated,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Lancer-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Lancer-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Lancerv2-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Lancerv2-s.wmv,4,4,0.121,0.121,,,Not Rated,,,,,Optional,No,No,,86.0,8.0,0.0,2009 Mitsubishi Lancer 4-DR w/SAB,5176.0
MITSUBISHI,OUTLANDER,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Outlander.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Outlander-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Outlander-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Outlander-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Outlander-s.wmv,4,4,0.16899999999999998,0.191,,,Not Rated,,,,,Standard,No,No,,31.0,12.0,0.0,2009 Mitsubishi Outlander 4-DR w/SAB,5174.0
NISSAN,370Z,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,142.0,0.0,0.0,2009 Nissan 370Z 2-Dr. w/SAB,5438.0
NISSAN,GT-R,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,17.0,1.0,1.0,2009 Nissan GT-R 2-DR,5333.0
NISSAN,MURANO,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Murano.JPG,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Murano-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Murano-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Murano-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Murano-s.wmv,4,4,0.185,0.179,,,Not Rated,,,,,Standard,No,No,,427.0,3.0,1.0,2009 Nissan Murano 4-DR. w/SAB,2847.0
NISSAN,PATHFINDER,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Pathfinder.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Pathfinder-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Pathfinder-f.wmv,Not Rated,Not Rated,Not Rated,,,,,,,3,3,0.228,0.237,,,Not Rated,,,,,Standard,No,No,,23.0,3.0,1.0,2009 Nissan Pathfinder 4-DR w/SAB,5328.0
PORSCHE,911 CARRERA,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,0.0,0.0,2009 Porsche 911 Carrera 2-DR w/SAB,5181.0
PORSCHE,911 CARRERA 4,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,2.0,0.0,0.0,2009 Porsche 911 Carrera 4 2-DR w/SAB,5182.0
PORSCHE,911 TARGA,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,0.0,0.0,2009 Porsche 911 Targa 2-DR w/SAB,5185.0
PORSCHE,911 TURBO,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,2.0,0.0,0.0,2009 Porsche 911 Turbo 2-DR w/SAB,5186.0
PORSCHE,BOXSTER,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,2.0,0.0,0.0,2009 Porsche Boxster Convertible w/SAB,5188.0
PORSCHE,CAYENNE,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,5.0,0.0,0.0,2009 Porsche Cayenne 4-DR w/SAB,5189.0
PORSCHE,CAYMAN,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,0.0,0.0,2009 Porsche Cayman 2-DR w/SAB,5190.0
SAAB,9-3,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Saab9-3.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Saab9-3f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Saab9-3f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Saab9-3s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Saab9-3-s.wmv,4,4,0.121,0.121,,,Not Rated,,,,,Standard,No,No,,42.0,3.0,0.0,2009 Saab 9-3 4-DR w/SAB,5099.0
SAAB,9-5,2009,,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/9-5_f.jpg,,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/03Saab9-5_s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/03Saab9-5_s.wmv,Not Rated,4,0.0,0.11800000000000001,,,Not Rated,,,,,Standard,No,No,,2.0,1.0,0.0,2009 Saab 9-5 4-DR. w/SAB,5101.0
SMART,FORTWO,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Fortwo.jpg,Not Rated,Not Rated,4,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Fortwo-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08Fortwo-f.wmv,Not Rated,5,Not Rated,,,"During the side impact test, the driver door unlatched and opened.  A door opening during a side impact crash increases the likelihood of occupant ejection.",,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08Fortwo-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/08fortwo-s.wmv,Not Rated,3,0.0,0.212,,,Not Rated,,,,,Standard,No,No,,72.0,0.0,2.0,2009 Smart Fortwo 2-Dr. w/SAB,5180.0
SUBARU,FORESTER,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Forester.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Forester-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Forester-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Forester-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Forester-s.wmv,4,Not Rated,0.179,0.0,,,Not Rated,,,,,Standard,No,No,,143.0,13.0,0.0,2009 Subaru Forester 4-DR. w/SAB,5020.0
SUBARU,IMPREZA,2009,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,5,4,,,,,,,4,Not Rated,0.10300000000000001,0.0,,,Not Rated,,,,,Standard,No,No,,81.0,10.0,0.0,2009 Subaru Impreza 4-DR Wagon w/SAB,5031.0
SUBARU,LEGACY,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Legacy.JPG,Not Rated,Not Rated,5,5,,,,,,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Legacy4-s.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Legacy-S.wmv,4,Not Rated,0.107,0.0,,,Not Rated,,,,,Optional,No,No,,44.0,9.0,0.0,2009 Subaru Legacy 4-DR. w/SAB,5032.0
SUBARU,OUTBACK,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Outback.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Outback-f.jpg,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Outback-S.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/05OutbackImpact-s.WMV,4,Not Rated,0.159,0.0,,,Not Rated,,,,,Standard,No,No,,84.0,10.0,0.0,2009 Subaru Outback 4-DR Wagon w/SAB,5033.0
SUZUKI,GRAND VITARA,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06GrVitara.JPG,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06GrVitara-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/06GrVitara-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06GrVitara-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/06GrVitara-s.wmv,4,4,0.185,0.191,,,Not Rated,,,,,Standard,No,No,,10.0,3.0,1.0,2009 Suzuki Grand Vitara 4-DR. w/SAB,5279.0
SUZUKI,SX4,2009,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,5,4,,,,,,,4,4,0.133,0.133,,,Not Rated,,,,,Standard,No,No,,43.0,3.0,1.0,2009 Suzuki SX-4 4-DR Wagon w/SAB,5282.0
TOYOTA,COROLLA,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Corolla.JPG,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Corolla-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Corolla-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09COROLLA-S.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Corolla-s.wmv,Not Rated,4,0.0,0.121,,,Not Rated,,,,,Optional,No,No,,1444.0,12.0,2.0,2009 Toyota Corolla 4-DR. w/SAB,2843.0
TOYOTA,LANDCRUISER,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,No,,6.0,6.0,0.0,2009 Toyota Landcruiser 4-DR w/SAB,5345.0
TOYOTA,PRIUS,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Prius.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06Prius-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/06Prius-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Prius-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Prius-s .wmv,Not Rated,4,0.0,0.13,,,Not Rated,,,,,Optional,No,No,,409.0,6.0,1.0,2009 Toyota Prius 4-DR.w/SAB,5346.0
TOYOTA,RAV4,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07RAV4.jpg,Not Rated,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06Rav4-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/06Rav4-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07RAV4-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07RAV4-s.wmv,4,4,0.174,0.185,,,Not Rated,,,,,Standard,No,No,,282.0,15.0,3.0,2009 Toyota RAV4 4-DR. w/SAB,5347.0
TOYOTA,YARIS,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Yaris.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/07Yaris_f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/07Yaris_frontal.wmv,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Yaris-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Yaris-s.wmv,Not Rated,4,0.0,0.13,,,Not Rated,,,,,No,No,No,,85.0,9.0,1.0,2009 Toyota Yaris 4-DR.  w/SAB,5359.0
VOLKSWAGEN,EOS,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,58.0,2.0,1.0,2009 Volkswagen Eos Convertible w/SAB,5297.0
VOLKSWAGEN,GTI,2009,,Not Rated,Not Rated,4.0,4.0,,,,,,,Not Rated,5,5,,,,,,,Not Rated,4,0.0,0.121,,,Not Rated,,,,,Standard,No,No,,142.0,2.0,1.0,2009 Volkswagen GTI 4-DR. w/SAB,5300.0
VOLKSWAGEN,JETTA,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Jetta.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Jetta-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/05Jetta-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05Jetta-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/05Jetta-s.wmv,Not Rated,4,0.0,0.121,,,Not Rated,,,,,Standard,No,No,,753.0,5.0,4.0,2009 Volkswagen Jetta 4-DR. w/SAB,5302.0
VOLKSWAGEN,PASSAT,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06Passat.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06Passat-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/06Passat-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/06Passat-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/06Passat-s.wmv,Not Rated,4,0.0,0.11800000000000001,,,Not Rated,,,,,Standard,No,No,,98.0,4.0,1.0,2009 Volkswagen Passat 4-DR. w/SAB,5306.0
VOLKSWAGEN,CC,2009,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,5,4,,,,,,,4,4,0.11800000000000001,0.11800000000000001,,,Not Rated,,,,,Standard,No,No,,113.0,4.0,0.0,2009 Volkswagen CC 4-DR. w/SAB,5307.0
VOLKSWAGEN,TIGUAN,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Tiguan.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Tiguan-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Tiguan-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/09Tiguan-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/09Tiguan-s.wmv,4,4,0.174,0.185,,,Not Rated,,,,,Standard,No,No,,137.0,3.0,1.0,2009 Volkswagen Tiguan 4-Dr. w/SAB,5313.0
VOLVO,C30,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,3.0,2.0,0.0,2009 Volvo C30 2-DR w/SAB,5277.0
VOLVO,C70,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,6.0,3.0,0.0,2009 Volvo C70 Convertible  w/SAB,5278.0
VOLVO,S40,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/05VolvoS40.jpg,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/04S40.JPG,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/04S40-s.jpg,,4,4,0.111,0.111,,,Not Rated,,,,,Standard,Optional,Optional,,7.0,3.0,0.0,2009 Volvo S40 4-DR. w/SAB,5270.0
VOLVO,S80,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,8.0,4.0,0.0,2009 Volvo S80 4-DR. w/SAB,5274.0
VOLVO,V50,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,2.0,3.0,0.0,2009 Volvo V50 Wagon w/SAB,5273.0
VOLVO,V70,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,4.0,2.0,0.0,2009 Volvo V70 4-DR. Wagon w/SAB,5275.0
VOLVO,XC60,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,0.0,0.0,0.0,2009 Volvo XC60 4-DR. w/SAB,5430.0
VOLVO,XC70,2009,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,Optional,Optional,,11.0,4.0,0.0,2009 Volvo XC70 4-DR. Wagon w/SAB,5276.0
VOLVO,XC90,2009,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08XC90.JPG,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/08XC90-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2009/O8XC90-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2009/03XC90_s.jpg,,4,4,0.179,0.191,,,Not Rated,,,,,Standard,Optional,Optional,,5.0,1.0,0.0,2009 Volvo XC90 4-DR. w/SAB,5272.0
AUDI,A3,2010,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,41.0,4.0,4.0,2010 Audi A3 4-DR. w/SAB,5519.0
AUDI,TT,2010,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,2.0,1.0,1.0,2010 Audi TT 2-DR w/SAB,5532.0
AUDI,A4,2010,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2010/09AudiA4.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2010/09AudiA4-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2010/09AudiA4-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2010/09AudiA4-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2010/09AudiA4-s.wmv,5,5,0.099,0.099,,,Not Rated,,,,,Standard,Optional,No,,42.0,0.0,0.0,2010 Audi A4 4-DR. w/SAB,5520.0
AUDI,A4 AVANT,2010,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,5,5,,,,,,,5,Not Rated,0.099,0.0,,,Not Rated,,,,,Standard,Optional,No,,42.0,0.0,0.0,2010 Audi A4 Avant Wagon 4-DR. w/SAB,5521.0
