MAKE,MODEL,MODEL_YR,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MMY,VEHICLE_ID
JEEP,COMMANDER,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Commander.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Commander-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Commander-f.wmv,Not Rated,Not Rated,Not Rated,,,,,,,3,Not Rated,0.228,0.0,,,Not Rated,,,,,Standard,No,No,,1648.0,6.0,5.0,2006 Jeep Commander 4-DR. w/SAB,1908.0
JEEP,GRAND CHEROKEE,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05GrCherokee.JPG,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05GrCherokee-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05GrCherokee-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05GrCherokee-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05GrCherokee-s.wmv,4,3,0.191,0.204,,,Not Rated,,,,,Standard,No,No,,1192.0,6.0,2.0,2006 Jeep Grand Cherokee 4-DR.,1742.0
JEEP,WRANGLER,2006,,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/Wrangler.jpg,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.198,0.0,,,Not Rated,,,,,No,No,No,,704.0,3.0,1.0,2006 Jeep Wrangler 2-DR.,1744.0
KIA,RIO,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Rio.jpg,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Rio-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Rio-f.wmv,Not Rated,3,3,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Rio-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Rio-s.wmv,Not Rated,4,0.0,0.11800000000000001,,,Not Rated,,,,,Optional,No,No,,64.0,1.0,0.0,2006 Kia Rio 4-DR. w/SAB (Early release),1926.0
KIA,SEDONA,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Sedona.JPG,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Sedona-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Sedona-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Sedona-s.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Sedona-s.wmv,Not Rated,4,0.0,0.136,,,Not Rated,,,,,Standard,No,No,,321.0,6.0,0.0,2006 Kia Sedona Van w/SAB,1927.0
KIA,SORENTO,2006,,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03Sorento.jpg,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03Sorento_s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/03Sorento_s.wmv,3,3,0.204,0.212,,,Not Rated,,,,,No,No,No,,220.0,1.0,0.0,2006 Kia Sorento 4-DR. w/SAB,1746.0
KIA,SPORTAGE,2006,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,5,5,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,86.0,1.0,0.0,2006 Kia Sportage 4-DR w/SAB,1928.0
LAND ROVER,RANGE ROVER,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,63.0,7.0,0.0,2006 Land Rover Range Rover 4-DR w/SAB,1936.0
LAND ROVER,RANGE ROVER SPORT,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,63.0,7.0,0.0,2006 Land Rover Range Rover Sport 4-DR w/SAB,1937.0
LEXUS,LS430,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,14.0,1.0,0.0,2006 Lexus LS430 4-DR w/SAB,1893.0
MAZDA,RX-8,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04MazdaRX8.jpg,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04rx8.jpg,,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04RX8-s.jpg,,Not Rated,5,0.0,0.0,,,Not Rated,,,,,Optional,No,No,,52.0,5.0,3.0,2006 Mazda RX-8 4-DR. w/SAB,1757.0
MINI,COOPER,2006,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,4,Not Rated,,,,,,,Not Rated,4,0.0,0.10300000000000001,,,Not Rated,,,,,Optional,No,No,,380.0,1.0,0.0,2006 MINI Cooper 2-DR. w/SAB,1826.0
MITSUBISHI,LANCER,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Lancer.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Lancer-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Lancer-f.wmv,Not Rated,2,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/lancer_s.jpg,,Not Rated,4,0.0,0.107,,,Not Rated,,,,,No,No,No,,23.0,6.0,0.0,2006 Mitsubishi Lancer 4-DR.,1769.0
MITSUBISHI,LANCER EVOLUTION,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,33.0,2.0,0.0,2006 Mitsubishi Lancer Evolution 4-DR,1942.0
MITSUBISHI,OUTLANDER,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,19.0,1.0,0.0,2006 Mitsubishi Outlander 4-DR w/SAB,1944.0
NISSAN,350Z,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,5,Not Rated,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03350Z_S.jpg,,Not Rated,5,0.0,0.08199999999999999,,,Not Rated,,,,,Optional,No,No,,48.0,1.0,2.0,2006 Nissan 350Z 2-DR.,1827.0
NISSAN,MURANO,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Murano.JPG,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Murano-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Murano-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Murano-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Murano-s.wmv,4,4,0.151,0.159,,,Not Rated,,,,,Optional,No,No,,733.0,4.0,2.0,2006 Nissan Murano 4-DR. w/SAB,1810.0
NISSAN,PATHFINDER,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Pathfinder.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Pathfinder-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Pathfinder-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Pathfinder-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Pathfinder-s.WMV,3,3,0.228,0.237,,,Not Rated,,,,,Standard,No,No,,788.0,5.0,1.0,2006 Nissan Pathfinder 4-DR,1773.0
PORSCHE,911 CARRERA,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,1.0,0.0,2006 Porsche 911 Carrera 2-DR w/SAB,1953.0
PORSCHE,911 CARRERA 4,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,1.0,0.0,2006 Porsche 911 Carrera 4 2-DR w/SAB,1957.0
PORSCHE,BOXSTER,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,3.0,0.0,0.0,2006 Porsche Boxster Convertible w/SAB,1955.0
PORSCHE,CAYENNE,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,30.0,1.0,1.0,2006 Porsche Cayenne 4-DR w/SAB,1956.0
PORSCHE,CAYMAN S,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,12.0,0.0,0.0,2006 Porsche Cayman S 2-DR w/SAB,1958.0
SAAB,9-3,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,166.0,3.0,3.0,2006 Saab 9-3 4-DR w/SAB,1863.0
SAAB,9-5,2006,,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/9-5_f.jpg,,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03Saab9-5_s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/03Saab9-5_s.wmv,Not Rated,4,0.0,0.11800000000000001,,,Not Rated,,,,,Standard,No,No,,21.0,2.0,0.0,2006 Saab 9-5 4-DR. w/SAB,1828.0
SUBARU,FORESTER,2006,,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03Forester.jpg,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03Forester_s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/03Forester_s.wmv,4,Not Rated,0.159,0.0,,,Not Rated,,,,,No,No,No,,65.0,2.0,1.0,2006 Subaru Forester 4-DR. w/SAB,1786.0
SUBARU,IMPREZA,2006,,Not Rated,Not Rated,4,5,,,,,,,Not Rated,4,4,,,,,,,4,Not Rated,0.11800000000000001,0.0,,,Not Rated,,,,,No,No,No,,48.0,7.0,1.0,2006 Subaru Impreza 4-DR w/SAB,1998.0
SUBARU,LEGACY,2006,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,77.0,3.0,0.0,2006 Subaru Legacy 4-DR. w/SAB,1962.0
SUBARU,OUTBACK,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Outback.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Outback-f.jpg,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Outback-S.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05OutbackImpact-s.WMV,4,Not Rated,0.159,0.0,,,Not Rated,,,,,Optional,No,No,,232.0,3.0,0.0,2006 Subaru Outback 4-DR  Wagon w/SAB,1787.0
SUBARU,TRIBECA,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Tribeca.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Tribeca-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Tribeca-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Tribeca-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Tribeca-s.wmv,4,Not Rated,0.16399999999999998,0.0,,,Not Rated,,,,,Standard,No,No,,81.0,7.0,0.0,2006 Subaru B9 Tribeca 4-DR. w/SAB,1963.0
SUZUKI,GRAND VITARA,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06GrVitara.JPG,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06GrVitara-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06GrVitara-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06GrVitara-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06GrVitara-s.wmv,4,4,0.185,0.191,,,Not Rated,,,,,Standard,No,No,,154.0,4.0,1.0,2006 Suzuki Grand Vitara 4-DR. w/SAB,1910.0
SUZUKI,GRAND VITARA XL-7,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,No,No,No,,182.0,5.0,1.0,2006 Suzuki Grand Vitara XL7 4-DR,1911.0
TOYOTA,COROLLA,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Corolla.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Corolla-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Corolla-f.wmv,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Corolla-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Corolla-s.wmv,Not Rated,4,0.0,0.127,,,Not Rated,,,,,Optional,No,No,,829.0,9.0,3.0,2006 Toyota Corolla 4-DR.,1791.0
TOYOTA,LANDCRUISER,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,8.0,2.0,0.0,2006 Toyota Landcruiser 4-DR,1900.0
TOYOTA,PRIUS,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Prius.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Prius-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Prius-f.wmv,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04Prius-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/04ToyotaPrius-s.wmv,Not Rated,4,0.0,0.13,,,Not Rated,,,,,Optional,No,No,,1343.0,6.0,2.0,2006 Toyota Prius 4-DR.,1794.0
TOYOTA,RAV4,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Rav4.JPG,Not Rated,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Rav4-f.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Rav4-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06RAV4-s.JPG,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Rav4-s.wmv,4,4,0.174,0.179,,,Not Rated,,,,,Standard,No,No,,645.0,11.0,2.0,2006 Toyota RAV4 4-DR.,1977.0
VOLKSWAGEN,GOLF,2006,,Not Rated,Not Rated,5,5,,,,,,,Not Rated,4,4,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Optional,No,No,,10.0,3.0,0.0,2006 Volkswagen Golf 4-DR. w/SAB,1801.0
VOLKSWAGEN,JETTA,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Jetta.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Jetta-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Jetta-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05Jetta-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05Jetta-s.wmv,Not Rated,4,0.0,0.121,,,Not Rated,,,,,Optional,No,No,,542.0,5.0,0.0,2006 Volkswagen Jetta 4-DR. w/SAB,1802.0
VOLKSWAGEN,PASSAT,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Passat.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Passat-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Passat-f.wmv,Not Rated,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/06Passat-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/06Passat-s.wmv,Not Rated,4,0.0,0.11800000000000001,,,Not Rated,,,,,Standard,No,No,,520.0,5.0,1.0,2006 Volkswagen Passat 4-DR. w/SAB,1883.0
VOLKSWAGEN,PHAETON,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,2.0,0.0,0.0,2006 Volkswagen Phaeton 4-DR w/SAB,1884.0
VOLKSWAGEN,TOUAREG,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04TouargeMPV.jpg,Not Rated,Not Rated,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04Touareg.jpg,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04Touareg-s.jpg,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,28.0,1.0,0.0,2006 Volkswagen Touareg 4-Dr. w/SAB,1804.0
VOLVO,S40,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05VolvoS40.jpg,Not Rated,Not Rated,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04S40.JPG,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04S40-s.jpg,,Not Rated,4,0.0,0.111,,,Not Rated,,,,,Optional,No,No,,50.0,3.0,0.0,2006 Volvo S40 4-DR. w/SAB,1805.0
VOLVO,S60,2006,,Not Rated,Not Rated,4,4,,,,,,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/s60-s.JPG,,5,Not Rated,0.09300000000000001,0.0,,,Not Rated,,,,,Optional,No,No,,22.0,3.0,0.0,2006 Volvo S60 4-DR. w/SAB,1806.0
VOLVO,S80,2006,,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/s80.JPG,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/s80-s.jpg,,Not Rated,5,0.0,0.09699999999999999,,,Not Rated,,,,,Optional,No,No,,7.0,3.0,0.0,2006 Volvo S80 4-DR. w/SAB,1807.0
VOLVO,V50,2006,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Optional,No,No,,11.0,3.0,0.0,2006 Volvo V50 4-DR w/SAB,1974.0
VOLVO,V70,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05V70.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05V70-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05V70-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/05V70-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2006/05V70.WMV,Not Rated,4,0.0,0.105,,,Not Rated,,,,,Optional,No,No,,20.0,3.0,0.0,2006 Volvo V70 4-DR. Wagon w/SAB,1808.0
VOLVO,XC70,2006,,Not Rated,Not Rated,5,5,"During the side crash test, the side curtain air bag deployed on top of the driver dummy's head and did not provide added driver head protection.",,,,,,Not Rated,5,5,"During the side crash test, the side curtain air bag deployed on top of the driver dummy's head and did not provide added driver head protection.",,,,,,4,Not Rated,0.13,0.0,,,Not Rated,,,,,Optional,No,No,,12.0,2.0,0.0,2006 Volvo XC70 4-DR. Wagon w/SAB,1809.0
VOLVO,XC90,2006,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/04VolvoXC90.jpg,Not Rated,Not Rated,5,4,,,,,,,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2006/03XC90_s.jpg,,4,Not Rated,0.179,0.0,,,Not Rated,,,,,Standard,No,No,,40.0,3.0,0.0,2006 Volvo XC90 4-DR. w/SAB,1815.0
AUDI,A3,2007,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,30.0,2.0,0.0,2007 Audi A3 4-DR. w/SAB,2290.0
AUDI,A8,2007,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,2.0,0.0,2007 Audi A8 4-DR. w/SAB,2294.0
AUDI,Q7,2007,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2007/07Q7.jpg,Not Rated,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2007/07Q7-f.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2007/07Q7-f.wmv,Not Rated,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2007/07Q7-s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2007/07Q7-s.wmv,4,Not Rated,0.185,0.0,,,Not Rated,,,,,Standard,No,No,,64.0,2.0,0.0,2007 Audi Q7 4-DR. w/SAB,2295.0
BENTLEY,CONTINENTAL FLYING SPUR,2007,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,1.0,3.0,0.0,2007 Bentley Continental Flying Spur 4-DR w/SAB,2300.0
BENTLEY,CONTINENTAL GT,2007,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,2.0,2.0,0.0,2007 Bentley Continental GT 2-DR w/SAB,2299.0
BMW,X3,2007,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,292.0,4.0,0.0,2007 BMW X3 4-DR w/SAB,2317.0
BMW,X5,2007,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0.0,,,Not Rated,,,,,Standard,No,No,,115.0,12.0,0.0,2007 BMW X5  4-DR. w/SAB,2318.0
BMW,Z4,2007,,Not Rated,Not Rated,4.0,4.0,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2007/03BMWZ4.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2007/03BMWZ4.wmv,Not Rated,3,Not Rated,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2007/03BMWZ4_s.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2007/03BMWZ4_s.wmv,Not Rated,5,0.0,0.082,,,Not Rated,,,,,Standard,No,No,,25.0,1.0,0.0,2007 BMW Z4 Roadster w/SAB,2166.0
